This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"425582","MEXICAN HAT",-109.8667,37.1500,1257,"COOP","31706"
"425654","MILFORD WSMO",-113.0167,38.4333,1533,"COOP","31710"
"425812","MONUMENT VLY",-110.2167,37.0167,1617,"COOP","31726"
"425969","MYTON",-110.0667,40.2000,1549,"COOP","31741"
"426658","PARK VALLEY",-113.3333,41.8167,1686,"COOP","31785"
"426686","PAROWAN ARPT",-112.8333,37.8500,1809,"COOP","31789"
"426869","PINE VIEW DA",-111.8333,41.2500,1507,"COOP","31801"
"426919","PLEASANT GRO",-111.7167,40.3667,1451,"COOP","31806"
"427578","SALTAIR SALT",-112.1000,40.7667,1284,"COOP","31851"
"427931","SNOWVILLE",-112.7167,41.9667,1391,"COOP","31891"
"428474","SUNNYSIDE",-110.3667,39.5667,2068,"COOP","31913"
"428817","TREMONTON",-112.1667,41.7167,1314,"COOP","31934"
"428847","TROPIC",-112.0833,37.6333,1915,"COOP","31937"
"429136","VEYO POWERHO",-113.6667,37.3500,1402,"COOP","31959"
"430499","BELLOWS FALL",-72.4500,43.1333,92,"COOP","32002"
"431243","CAVENDISH",-72.6000,43.3833,244,"COOP","32020"
"431360","CHELSEA",-72.4500,43.9833,244,"COOP","32022"
"436761","READSBORO 1",-72.9333,42.7500,342,"COOP","32102"
"436893","ROCHESTER",-72.8000,43.8500,253,"COOP","32103"
"437612","SOUTH LINCOL",-72.9667,44.0667,418,"COOP","32116"
"438600","VERNON",-72.5167,42.7667,69,"COOP","32131"
"439099","WEST BURKE",-71.9833,44.6500,275,"COOP","32147"
"439984","WOODSTOCK 2",-72.5500,43.6167,229,"COOP","32164"
"440187","AMELIA 4 SW",-78.0333,37.3000,109,"COOP","32174"
"440670","BERRYVILLE",-77.9833,39.1500,183,"COOP","32193"
"440720","BIG MEADOWS",-78.4333,38.5167,1078,"COOP","32195"
"440766","BLACKSBURG 3",-80.4167,37.1833,610,"COOP","32203"
"441082","BROOKNEAL",-78.9500,37.0333,159,"COOP","32217"
"441322","CAMP PICKETT",-77.9500,37.0333,101,"COOP","32233"
"441585","CHARLOTTE CO",-78.6500,37.0667,177,"COOP","32243"
"441593","CHARLOTTESVI",-78.5167,38.0333,176,"COOP","32244"
"441614","CHATHAM",-79.4000,36.8167,195,"COOP","32248"
"441929","COLUMBIA",-78.1500,37.7667,92,"COOP","32265"
"442009","CORBIN",-77.3667,38.2000,67,"COOP","32270"
"442142","CROZIER",-77.8000,37.6333,92,"COOP","32277"
"442245","DANVILLE BRI",-79.3833,36.5833,125,"COOP","32288"
"443192","FREDERICKSBU",-77.4500,38.3167,27,"COOP","32329"
"443310","GATHRIGHT DA",-79.9500,37.9500,539,"COOP","32341"
"443640","GRUNDY",-82.0833,37.2667,357,"COOP","32354"
"444044","HOLLAND 1 E",-76.7833,36.6833,24,"COOP","32371"
"444128","HOT SPRINGS",-79.8333,38.0000,683,"COOP","32377"
"444414","JOHN H KERR",-78.3011,36.6003,76,"COOP","32388"
"445096","LURAY 5 E",-78.3833,38.6667,366,"COOP","32414"
"445300","MARTINSVILLE",-79.8833,36.7000,232,"COOP","32429"
"445851","MOUNT WEATHE",-77.8833,39.0667,524,"COOP","32460"
"446692","PHILPOTT DAM",-80.0333,36.7833,342,"COOP","32501"
"446712","PIEDMONT RES",-78.1167,38.2167,157,"COOP","32502"
"447338","ROCKY MOUNT",-79.9000,37.0000,375,"COOP","32539"
"448062","STAUNTON SEW",-79.0833,38.0833,472,"COOP","32570"
"448129","STONY CREEK",-77.3500,36.9167,21,"COOP","32573"
"448600","TYE RIVER 1",-78.9333,37.6333,220,"COOP","32596"
"448888","WARRENTON 3",-77.7667,38.6833,153,"COOP","32611"
"449186","WINCHESTER 3",-78.1167,39.1833,207,"COOP","32638"
"450008","ABERDEEN",-123.8333,46.9667,3,"COOP","32645"
"450013","ABERDEEN 20",-123.7000,47.2667,134,"COOP","32647"
"450176","ANACORTES",-122.6167,48.5167,9,"COOP","32656"
"450482","BATTLE GROUN",-122.5333,45.7667,85,"COOP","32681"
"450668","BICKLETON",-120.3000,46.0000,915,"COOP","32696"
"450872","BREMERTON",-122.6667,47.5667,49,"COOP","32708"
"451160","CARSON FISH",-121.9667,45.8667,345,"COOP","32726"
"451233","CEDAR LAKE",-121.7333,47.4167,476,"COOP","32744"
"451350","CHELAN",-120.0333,47.8333,341,"COOP","32753"
"451395","CHEWELAH",-117.7167,48.2833,518,"COOP","32762"
"451586","COLFAX 1 NW",-117.3833,46.8833,596,"COOP","32779"
"451666","CONCONULLY",-119.7500,48.5500,708,"COOP","32783"
"451679","CONCRETE PPL",-121.7500,48.5333,59,"COOP","32784"
"452007","DAVENPORT",-118.1500,47.6500,750,"COOP","32811"
"452030","DAYTON 1 WSW",-118.0000,46.3167,475,"COOP","32812"
"452157","DIABLO DAM",-121.1500,48.7167,271,"COOP","32823"
"452505","ELLENSBURG",-120.5333,46.9667,451,"COOP","32841"
"452548","ELWHA RANGER",-123.5833,48.0333,110,"COOP","32849"
"452675","EVERETT",-122.1833,47.9833,49,"COOP","32856"
"453160","GLACIER RANG",-121.9500,48.8833,285,"COOP","32873"
"453177","GLENOMA 1 W",-122.1667,46.5167,265,"COOP","32874"
"453184","GLENWOOD 2",-121.3000,46.0000,564,"COOP","32876"
"453333","GRAYS RIVER",-123.5667,46.3833,31,"COOP","32894"
"453730","HOLDEN VILLA",-120.7833,48.2000,981,"COOP","32915"
"453883","ICE HARBOR D",-118.8833,46.2500,112,"COOP","32922"
"454154","KENNEWICK",-119.1000,46.2167,108,"COOP","32943"
"454572","LEAVENWORTH",-120.6833,47.5667,345,"COOP","32971"
"454748","LONG BEACH E",-124.0333,46.3667,9,"COOP","32992"
"454764","LONGMIRE RAI",-121.8167,46.7500,842,"COOP","32995"
"454769","LONGVIEW",-122.9167,46.1500,53,"COOP","32996"
"455326","METHOW 2 S",-120.0167,48.1000,357,"COOP","33031"
"455608","MOSES LAKE",-119.3000,47.1000,326,"COOP","33044"
"455704","MUD MOUNTAIN",-121.9333,47.1500,400,"COOP","33065"
"455840","NEWHALEM",-121.2500,48.6833,160,"COOP","33077"
"456039","ODESSA",-118.6833,47.3333,470,"COOP","33094"
"456215","OTHELLO 6 ES",-119.0333,46.8000,363,"COOP","33110"
"456295","PALMER 3 ESE",-121.8500,47.3000,281,"COOP","33113"
"456678","PORT TOWNSEN",-122.7500,48.1167,31,"COOP","33140"
"456768","PROSSER 4 NE",-119.7500,46.2500,275,"COOP","33146"
"456789","PULLMAN 2 NW",-117.1833,46.7500,776,"COOP","33150"
"456898","RAINIER PARA",-121.7500,46.7833,1656,"COOP","33169"
"456914","RAYMOND 2 S",-123.7167,46.6500,9,"COOP","33174"
"457059","RITZVILLE 1",-118.3667,47.1167,579,"COOP","33186"
"457180","ROSALIA",-117.3667,47.2333,732,"COOP","33192"
"457185","ROSS DAM",-121.0667,48.7333,377,"COOP","33193"
"457507","SEDRO WOOLLE",-122.2333,48.5000,18,"COOP","33223"
"457696","SKAMANIA FIS",-122.2167,45.6333,134,"COOP","33239"
"457727","SMYRNA",-119.6667,46.8333,171,"COOP","33243"
"458059","STEHEKIN 4 N",-120.7167,48.3500,387,"COOP","33272"
"458089","STEVENS PASS",-121.0833,47.7333,1241,"COOP","33274"
"458207","SUNNYSIDE",-120.0167,46.3167,228,"COOP","33281"
"458715","UPPER BAKER",-121.6833,48.6500,210,"COOP","33320"
"458773","VANCOUVER 4",-122.6500,45.6833,64,"COOP","33326"
"458959","WAPATO",-120.4167,46.4333,256,"COOP","33339"
"460509","BARTOW 1 WNW",-79.8000,38.5500,848,"COOP","33400"
"460687","BENS RUN 1 S",-81.1000,39.4667,195,"COOP","33414"
"460939","BLUESTONE LA",-80.8833,37.6500,423,"COOP","33430"
"461083","BRANDONVILLE",-79.6167,39.6667,549,"COOP","33433"
"461215","BUCKEYE 1 SE",-80.1333,38.1667,643,"COOP","33439"
"461324","CACAPON STAT",-78.3000,39.5000,290,"COOP","33449"
"461330","CAIRO 3 NW",-81.1833,39.2333,305,"COOP","33452"
"461677","CLARKSBURG 1",-80.3500,39.2667,299,"COOP","33468"
"462054","CRESTON",-81.2833,38.9500,198,"COOP","33480"
"462522","DUNLOW 1 ESE",-82.4167,38.0167,372,"COOP","33494"
"463072","FLAT TOP",-81.1000,37.5833,1017,"COOP","33515"
"463353","GARY",-81.5500,37.3667,434,"COOP","33521"
"463544","GLENVILLE 1",-80.8167,38.9333,219,"COOP","33526"
"464200","HOGSETT GALL",-82.1833,38.6833,174,"COOP","33555"
"464763","KEARNEYSVILL",-77.8833,39.3833,168,"COOP","33584"
"465353","LOGAN",-82.0000,37.8500,219,"COOP","33606"
"465563","MADISON",-81.8167,38.0500,207,"COOP","33617"
"465871","MCROSS",-80.7500,37.9833,746,"COOP","33633"
"466248","MOUNDSVILLE",-80.7500,39.9000,189,"COOP","33647"
"466591","OAK HILL",-81.1500,37.9667,607,"COOP","33661"
"466867","PARSONS 1 SE",-79.6667,39.1000,512,"COOP","33670"
"466960","PETERSBURG 9",-79.2000,38.8833,343,"COOP","33681"
"467730","ROMNEY 1 SW",-78.7667,39.3333,204,"COOP","33729"
"467785","ROWLESBURG 1",-79.6833,39.3333,445,"COOP","33731"
"468172","SINKS OF GAN",-79.6333,38.7167,1067,"COOP","33752"
"468384","SPENCER 1 SE",-81.3500,38.8000,226,"COOP","33763"
"468433","SPRUCE KNOB",-79.5167,38.6833,930,"COOP","33767"
"468614","SUMMERSVILLE",-80.8833,38.2333,536,"COOP","33776"
"469281","WARDENSVILLE",-78.5833,39.1000,293,"COOP","33805"
"469436","WESTON",-80.4667,39.0333,314,"COOP","33817"
"469458","WEST UNION 2",-80.7667,39.3000,238,"COOP","33819"
"470273","ARBORETUM UN",-89.4333,43.0333,265,"COOP","33847"
"470882","BLAIR",-91.2333,44.3000,262,"COOP","33875"
"471078","BRODHEAD",-89.3833,42.6167,241,"COOP","33888"
"471205","BURLINGTON",-88.2667,42.6667,232,"COOP","33895"
"471676","CLINTONVILLE",-88.7500,44.6167,244,"COOP","33921"
"471897","CRIVITZ HIGH",-88.2000,45.2833,253,"COOP","33931"
"472678","FAIRCHILD RA",-90.9667,44.6000,329,"COOP","33961"
"472869","FORT ATKINSO",-88.8500,42.9000,244,"COOP","33972"
"473058","GERMANTOWN",-88.1167,43.2167,259,"COOP","33987"
"473174","GOODMAN",-88.3500,45.6167,422,"COOP","33989"
"473186","GORDON",-91.8000,46.2500,317,"COOP","33991"
"474174","KENOSHA",-87.8000,42.5500,183,"COOP","34037"
"474523","LAKEWOOD 3 N",-88.5000,45.3333,393,"COOP","34058"
"474829","LONG LAKE DA",-89.1333,45.9000,497,"COOP","34068"
"475164","MATHER 3 NW",-90.3667,44.1833,296,"COOP","34083"
"475255","MEDFORD",-90.3500,45.1333,448,"COOP","34087"
"475286","MELLEN 4 NE",-90.6500,46.3667,397,"COOP","34088"
"475364","MERRILL",-89.6833,45.1833,382,"COOP","34094"
"475516","MINOCQUA DAM",-89.7333,45.8833,485,"COOP","34106"
"476357","OWEN",-90.5333,44.9500,378,"COOP","34129"
"476859","PRENTICE 2",-90.2833,45.5167,470,"COOP","34155"
"476922","RACINE",-87.7667,42.7000,189,"COOP","34158"
"476939","RAINBOW RESE",-89.5500,45.8333,488,"COOP","34160"
"477158","RICHLAND CEN",-90.3833,43.3333,223,"COOP","34174"
"477480","ST GERMAIN 2",-89.4500,45.9000,495,"COOP","34187"
"477997","SPARTA",-90.8167,43.9333,238,"COOP","34208"
"478229","STOUGHTON",-89.2167,42.9167,256,"COOP","34219"
"478951","WAUPACA",-89.0667,44.3500,256,"COOP","34256"
"479236","WILLOW RESER",-89.8500,45.7167,470,"COOP","34280"
"479304","WINTER 6 NNW",-91.0667,45.8833,400,"COOP","34282"
"480778","BLACK MOUNTA",-107.7333,43.6500,1718,"COOP","34351"
"482054","CORA 4 N",-110.0000,43.0000,2266,"COOP","34416"
"482995","ELK MOUNTAIN",-106.4167,41.6833,2215,"COOP","34457"
"483170","FARSON",-109.4333,42.1167,2009,"COOP","34470"
"483396","FONTENELLE D",-110.0667,41.9833,1976,"COOP","34474"
"485260","LA GRANGE",-104.1667,41.6333,1399,"COOP","34579"
"485345","LAKE YELLOWS",-110.4000,44.5500,2369,"COOP","34581"
"485435","LARAMIE 2 NW",-105.6000,41.3333,2193,"COOP","34605"
"485830","LUSK",-104.4667,42.7667,1530,"COOP","34625"
"486845","OLD FAITHFUL",-110.8333,44.4500,2244,"COOP","34680"
"487235","PINE BLUFFS",-104.0667,41.1833,1547,"COOP","34702"
"488315","SNAKE RIVER",-110.6667,44.1333,2098,"COOP","34787"
"489475","WAPITI 5 WSW",-109.5833,44.4167,2068,"COOP","34858"
"03822","SAVANNAH MUN",-81.2000,32.1333,14,"WBAN","94075"
"03881","CENTREVILLE",-87.2500,32.9000,139,"WBAN","94133"
"14743","CANTON 4 SE",-75.1167,44.5667,134,"WBAN","95260"
"14752","HARTFORD BRA",-72.6500,41.7333,6,"WBAN","95269"
"14806","RANTOUL CHAN",-88.1500,40.3000,230,"WBAN","95320"
"14817","CADILLAC WEX",-85.4167,44.2833,396,"WBAN","95330"
"14846","SANDUSKY",-82.7167,41.4500,185,"WBAN","95359"
"14921","LONE ROCK FA",-90.1833,43.2000,219,"WBAN","95432"
"14971","LINCOLN",-96.7000,40.8167,351,"WBAN","95481"
"14995","GRANTSBURG",-92.6886,45.7728,302,"WBAN","95505"
"23007","CHILDRESS MU",-100.2833,34.4333,595,"WBAN","95910"
"23072","CLARENDON",-100.8833,34.9333,830,"WBAN","95975"
"24020","HAYES CENTER",-101.0167,40.5167,927,"WBAN","96208"
"24030","SIDNEY MUNIC",-102.9833,41.1000,1313,"WBAN","96218"
"24088","MOORCROFT 3",-104.9500,44.2667,1283,"WBAN","96276"
"93825","ADVANCE 1 S",-89.9000,37.0833,108,"WBAN","98782"
"93914","PALESTINE",-95.6500,31.7833,183,"WBAN","98870"
"94143","IDAHO FALLS",-112.9500,43.5333,1505,"WBAN","99055"
"94911","YANKTON 2 E",-97.3833,42.8833,378,"WBAN","99421"
"1120633","BANKIER CHAI",-120.2833,49.7000,2719,"EC","139453"
"1121459","CAWSTON SIMI",-119.7667,49.1833,2749,"EC","139457"
"1123360","HEDLEY",-120.0833,49.3500,2735,"EC","139463"
"1123750","JOE RICH CRE",-119.1333,49.8500,2723,"EC","139468"
"1123984","KELOWNA EAST",-119.4000,49.8667,2738,"EC","139478"
"1123992","KELOWNA PC B",-119.4833,49.8667,2752,"EC","139481"
"1124112","KEREMEOS 2",-119.8167,49.2167,2744,"EC","139485"
"1124980","MCCULLOCH",-119.2000,49.8000,2713,"EC","139490"
"1125760","OLIVER",-119.5667,49.1667,2745,"EC","139508"
"1125766","OLIVER STP",-119.5500,49.1833,2750,"EC","139509"
"1125850","OSOYOOS",-119.4333,49.0333,297,"EC","139512"
"1125865","OSOYOOS WEST",-119.4500,49.0333,297,"EC","139515"
"1126077","PEACHLAND BR",-120.0000,49.8667,2704,"EC","139520"
"1127360","SIMILKAMEEN",-120.5500,49.3500,2715,"EC","139530"
"1127800","SUMMERLAND C",-119.6500,49.5667,2744,"EC","139532"
"1128758","WESTBANK",-119.6333,49.8333,2746,"EC","139544"
"1130771","BEAVERDELL N",-119.0500,49.4833,2716,"EC","139556"
"1130874","BIG WHITE",-118.9333,49.7333,2694,"EC","139557"
"1131615","CHRISTIAN VA",-118.7500,49.6500,2718,"EC","139562"
"1133270","GRAND FORKS",-118.4667,49.0333,532,"EC","139563"
"1142160","CRESTON",-116.5167,49.1000,2743,"EC","139585"
"1142400","DEER PARK",-118.0500,49.4167,2744,"EC","139587"
"1143900","KASLO",-116.9167,49.9167,2738,"EC","139595"
"1144413","KOOTENAY PAS",-117.0333,49.0667,1774,"EC","139597"
"1145445","NELSON 2",-117.2833,49.5000,2744,"EC","139609"
"1146874","ROSSLAND MAC",-117.8000,49.0833,1085,"EC","139618"
"1147620","SOUTH SLOCAN",-117.5167,49.4667,2743,"EC","139621"
"1148700","WARFIELD",-117.7500,49.1000,2736,"EC","139626"
"1150060","ABERFELDIE",-115.3667,49.5000,2722,"EC","139636"
"1151915","CORBIN",-114.6500,49.5167,2704,"EC","139639"
"1152103","CRANBROOK MA",-115.5167,49.4500,2719,"EC","139643"
"1152850","FERNIE",-115.0667,49.4833,2722,"EC","139649"
"1153282","GRASMERE",-115.0667,49.0833,869,"EC","139656"
"1154909","MARYSVILLE",-115.9500,49.6333,2706,"EC","139672"
"1155402","NATAL HARMER",-114.8333,49.7667,2681,"EC","139675"
"1158692","WARDNER KTNY",-115.4667,49.4667,2719,"EC","139683"
"1011922","CORDOVA BAY",-123.3667,48.5167,2807,"EC","141582"
"1012040","COWICHAN LAK",-124.1333,48.8167,2792,"EC","141604"
"1012570","DUNCAN FORES",-123.6833,48.7667,2802,"EC","141610"
"10130MN","GALIANO NORT",-123.5667,48.9833,2802,"EC","141654"
"1016335","PORT RENFREW",-124.3333,48.5833,2797,"EC","141666"
"1016940","SAANICHTON C",-123.4167,48.6167,2806,"EC","141667"
"1016992","SALTSPRING I",-123.4833,48.8167,2791,"EC","141673"
"1016995","SALTSPRING S",-123.5500,48.8833,2796,"EC","141674"
"1017230","SHAWNIGAN LA",-123.6333,48.6500,2795,"EC","141682"
"1018610","VICTORIA GON",-123.3167,48.4167,2810,"EC","141691"
"1018642","VICTORIA MAR",-123.7500,48.3667,2811,"EC","141699"
"101C0ME","GALIANO SOUT",-123.3500,48.8833,2801,"EC","141707"
"1021988","COURTENAY GR",-125.0000,49.7667,2788,"EC","141726"
"1024638","LITTLE QUALI",-124.5167,49.3500,2796,"EC","141740"
"1025240","MUD BAY",-124.8000,49.4667,2792,"EC","141744"
"1025C70","NANAIMO DEPA",-123.9500,49.2167,2801,"EC","141755"
"1030230","ALBERNI ROBE",-124.9833,49.3333,2775,"EC","141779"
"1031413","CARNATION CR",-125.0000,48.9000,2813,"EC","141790"
"1035612","NITINAT RIVE",-124.6500,48.8667,2800,"EC","141799"
"1041710","CLOWHOM FALL",-123.5333,49.7167,2786,"EC","141825"
"1046390","POWELL RIVER",-124.5500,49.8833,2802,"EC","141833"
"1046410","POWELL RIVER",-124.5167,49.8333,2800,"EC","141836"
"1047670","SQUAMISH STP",-123.1500,49.7333,2785,"EC","141843"
"1047672","SQUAMISH UPP",-123.2833,49.9000,2762,"EC","141845"
"1100120","AGASSIZ CDA",-121.7667,49.2500,2793,"EC","142162"
"1100241","ALDERGROVE 2",-122.4833,49.0333,60,"EC","142165"
"1100360","ALOUETTE LAK",-122.4833,49.2833,2782,"EC","142167"
"1101155","BURNABY MTN",-122.9333,49.2667,2806,"EC","142176"
"1101158","BURNABY SIMO",-122.9167,49.2833,2788,"EC","142177"
"11011MF","BURNABY CARI",-122.9167,49.2500,2796,"EC","142178"
"1101540","CHILLIWACK C",-121.9500,49.1833,2792,"EC","142183"
"1101545","CHILLIWACK G",-121.8667,49.1667,2788,"EC","142184"
"1101577","CHILLIWACK W",-121.9667,49.1667,2792,"EC","142186"
"1101890","COQUITLAM LA",-122.8000,49.3667,2773,"EC","142190"
"1102220","CULTUS LAKE",-121.9833,49.0833,46,"EC","142192"
"1102417","DELTA LADNER",-123.0833,49.0667,2,"EC","142201"
"1102650","ELBOW LAKE",-121.9667,49.2833,2786,"EC","142205"
"1103326","HANEY EAST",-122.5500,49.2000,2795,"EC","142208"
"1103332","HANEY UBC RF",-122.5667,49.2667,2792,"EC","142210"
"1103510","HOLLYBURN RI",-123.1833,49.3833,2750,"EC","142216"
"1104488","LAIDLAW",-121.5833,49.3500,2777,"EC","142222"
"1104555","LANGLEY LOCH",-122.5833,49.0500,101,"EC","142223"
"1105190","MISSION",-122.3333,49.1333,2796,"EC","142231"
"1105192","MISSION WEST",-122.2667,49.1500,2787,"EC","142232"
"1105658","N VANC GROUS",-123.0833,49.3667,2750,"EC","142236"
"1106180","PITT POLDER",-122.6167,49.2833,2788,"EC","142241"
"1106256","PORT COQUITL",-122.7833,49.2667,2801,"EC","142243"
"1106865","ROSEDALE",-121.8000,49.1833,2791,"EC","142251"
"1106CL2","PORT MOODY G",-122.8833,49.2833,2795,"EC","142252"
"1106PF7","RICHMOND NAT",-123.1000,49.1667,2802,"EC","142254"
"1107876","SURREY MUNIC",-122.8333,49.1000,2798,"EC","142263"
"1107878","SURREY NEWTO",-122.8500,49.1333,2801,"EC","142264"
"1107879","SURREY SUNNY",-122.7667,49.0500,95,"EC","142265"
"1107H7R","SURREY WHITE",-122.7667,49.0333,55,"EC","142268"
"1108414","VANCOUVER CE",-123.0167,49.2333,122,"EC","142270"
"1108436","VANCOUVER DU",-123.1833,49.2500,2806,"EC","142272"
"1108487","VANCOUVER UB",-123.2500,49.2500,2802,"EC","142280"
"1108890","WHALLEY FORE",-122.8333,49.1833,2798,"EC","142284"
"1108914","WHITE ROCK S",-122.7833,49.0167,13,"EC","142287"
"110EA90","MISSION HART",-122.2333,49.2500,2791,"EC","142296"
"110EFEF","N VANCOUVER",-123.0500,49.3167,2801,"EC","142299"
"110FAG9","PITT MEADOWS",-122.6833,49.2167,2796,"EC","142300"
"1110352","ALLISON PASS",-120.8667,49.1167,2706,"EC","142306"
"111090M","BOSTON BAR",-121.4333,49.8667,2752,"EC","142308"
"1113420","HELLS GATE",-121.4500,49.7833,2745,"EC","142313"
"1113540","HOPE A",-121.4833,49.3667,2777,"EC","142316"
"41004","EDISTO - 41",-79.0994,32.5006,2892,"NDBC","149509"
"44006","BUOY 44006",-75.4000,36.3000,2801,"NDBC","149531"
"46010","BUOY 46010",-124.2000,46.2000,2822,"NDBC","149562"
"46013","BODEGA BAY -",-123.3006,38.2419,2852,"NDBC","149565"
"46014","PT ARENA - 1",-123.9694,39.1958,2850,"NDBC","149566"
"1012010","COWICHAN BAY",-123.5500,48.7167,2796,"EC","151042"
"1018935","WILLIAM HEAD",-123.5333,48.3333,2811,"EC","151061"
"101HFEE","VICTORIA PHY",-123.2667,48.4500,2810,"EC","151063"
"1043152","GIBSONS GOWE",-123.5333,49.3833,2798,"EC","151100"
"1101140","BUNTZEN LAKE",-122.8667,49.3833,2790,"EC","151119"
"110N666","N VAN SEYMOU",-122.9667,49.4333,2773,"EC","151139"
"3031000","CALDWELL",-113.6333,49.1667,2736,"EC","151187"
"3031320","CARDSTON",-113.2500,49.1333,2745,"EC","151190"
"3031400","CARWAY",-113.3833,49.0000,1354,"EC","151199"
"3031805","CONNELLY CRE",-114.2167,49.6167,2735,"EC","151210"
"3032680","FORT MACLEOD",-113.4000,49.7167,2738,"EC","151227"
"3034596","MONARCH",-113.1500,49.8000,2723,"EC","151266"
"3035202","PINCHER CREE",-114.0000,49.5167,2728,"EC","151278"
"3036360","TABER",-112.1167,49.8000,2723,"EC","151309"
"3040223","ALTAWAN",-110.0167,49.2333,2672,"EC","151333"
"3044200","MANYBERRIES",-110.4667,49.1167,2699,"EC","151347"
"3046953","WARNER WEST",-112.4167,49.2833,2732,"EC","151362"
"3050600","BEAVER MINES",-114.1833,49.4667,2733,"EC","151368"
"3050731","BOB CREEK",-114.2500,49.8833,2730,"EC","151369"
"3051720","COLEMAN",-114.5833,49.6333,2719,"EC","151377"
"3051928","COWLEY TODD",-114.2667,49.7667,1980,"EC","151380"
"3057243","WATERTON RIV",-113.8333,49.1167,2740,"EC","151437"
"4010150","AMULET",-104.7333,49.6167,2657,"EC","151452"
"4011160","CARLYLE",-102.2667,49.6333,2635,"EC","151473"
"4011441","CEYLON",-104.6500,49.3833,2652,"EC","151477"
"4012050","DAHINDA",-105.0333,49.7333,2655,"EC","151484"
"4012485","FERTILE",-101.4500,49.3333,2638,"EC","151500"
"4013098","HANDSWORTH",-102.8667,49.8333,2642,"EC","151511"
"4013221","HEWARD",-103.1500,49.7500,2630,"EC","151513"
"4014138","LAKE ALMA",-104.2500,49.0667,724,"EC","151523"
"4015045","MARYFIELD",-101.5167,49.8333,2633,"EC","151538"
"4015160","MIDALE",-103.4000,49.4000,2643,"EC","151542"
"4015680","ORMISTON",-105.3667,49.7167,2661,"EC","151555"
"4018678","WAWOTA",-101.9667,49.9333,2640,"EC","151609"
"4018760","WEYBURN",-103.8333,49.6500,2648,"EC","151611"
"4019040","YELLOW GRASS",-104.1833,49.8167,2645,"EC","151619"
"4020160","ANEROID",-107.3000,49.7167,2683,"EC","151627"
"4020280","ASSINIBOIA",-105.9667,49.7333,2668,"EC","151628"
"4021996","CYPRESS HILL",-109.4667,49.6667,2701,"EC","151642"
"4022960","GRAVELBOURG",-106.5500,49.8833,2670,"EC","151651"
"4023800","KINCAID",-107.0000,49.6667,2676,"EC","151664"
"4024080","KLINTONEL",-108.9167,49.6833,2686,"EC","151665"
"4025855","PALMER",-106.3500,49.8667,2662,"EC","151685"
"4027485","SHAUNAVON 2",-108.4167,49.6500,2687,"EC","151697"
"4031581","CLAYDON",-109.1000,49.1333,2682,"EC","151716"
"4031844","CORONACH",-105.5167,49.1167,2672,"EC","151720"
"4032323","EASTEND 2",-108.8167,49.5167,2691,"EC","151728"
"4038116","TREELON",-108.3833,49.0000,902,"EC","151745"
"4038740","WEST POPLAR",-106.3833,49.0000,876,"EC","151752"
"5010140","BALDUR",-99.3333,49.3000,2640,"EC","151758"
"5010485","BRANDON CDA",-99.9833,49.8667,2625,"EC","151767"
"5010640","CYPRESS RIVE",-99.0833,49.5500,2630,"EC","151778"
"5010760","DELORAINE",-100.5000,49.1833,2643,"EC","151779"
"5011051","GLENBORO",-99.3333,49.5667,2633,"EC","151791"
"5012080","PIERSON",-101.2667,49.1833,2642,"EC","151815"
"5012710","SOMERSET",-98.6167,49.4500,2623,"EC","151845"
"5012960","VIRDEN",-100.9500,49.8333,2628,"EC","151862"
"5020040","ALTONA",-97.5500,49.1000,2630,"EC","151874"
"502055E","CARTWRIGHT",-99.4167,49.0500,472,"EC","151885"
"5020720","DEERWOOD",-98.3167,49.4000,2635,"EC","151891"
"5020768","DOMAIN",-97.3167,49.6167,2613,"EC","151893"
"5020810","DUGALD",-96.8167,49.8667,2613,"EC","151896"
"5020870","ELM CREEK",-98.0167,49.7167,2622,"EC","151897"
"5021054","GLENLEA",-97.1167,49.6500,2615,"EC","151904"
"5021160","GRAYSVILLE",-98.1667,49.5000,2633,"EC","151907"
"5021689","MARCHAND",-96.3833,49.4500,2623,"EC","151922"
"5021848","MORDEN CDA",-98.0833,49.1833,2635,"EC","151932"
"5021920","MORRIS",-97.3667,49.3500,2625,"EC","151935"
"5021975","MYRTLE",-97.7833,49.4000,2626,"EC","151938"
"5022043","NIVERVILLE",-97.0500,49.6000,2616,"EC","151944"
"50220M0","NINETTE 1 NW",-99.6500,49.4167,2630,"EC","151952"
"5022171","PINEY",-96.0167,49.0333,326,"EC","151959"
"5022245","PLUM COULEE",-97.8000,49.0500,265,"EC","151960"
"5022335","RATHWELL",-98.5500,49.6833,2628,"EC","151961"
"5022760","SPRAGUE",-95.6000,49.0167,329,"EC","151986"
"5022780","STEINBACH",-96.7667,49.5333,2620,"EC","151988"
"5022946","TURTLE MOUNT",-100.1167,49.1333,2643,"EC","151997"
"5023001","VITA",-96.5500,49.0833,305,"EC","152002"
"5031320","INDIAN BAY",-95.2000,49.6167,2626,"EC","152071"
"5032764","SPRUCE TCPL",-96.1667,49.6500,2623,"EC","152088"
"503B0NE","OSTENFELD",-96.4833,49.8167,2618,"EC","152091"
"6020379","ATIKOKAN",-91.6167,48.7500,2640,"EC","152144"
"6020384","ATIKOKAN MAR",-91.5833,48.8000,2633,"EC","152146"
"6020559","BARWICK",-93.9667,48.6333,335,"EC","152147"
